id,query1,query2,label
0,剧烈运动后咯血，应该怎么处理？,剧烈运动后咯血，需要就医吗？,0
2,剧烈运动后咯血，需要就医吗？,剧烈运动后咯血，是否很严重？,0
3,百令胶囊如何服用？,百令胶囊效果好吗？,0
5,百令胶囊效果好吗？,百令胶囊需要如何服用？,0
6,肝癌兼肺癌晚期能治疗吗？,肝癌兼肺癌晚期该怎么办？,0
7,肝癌兼肺癌晚期能治疗吗？,肝癌兼肺癌晚期能治好吗？,1
8,肝癌兼肺癌晚期该怎么办？,肝癌兼肺癌晚期能治好吗？,0
11,咳嗽咯血半年怎么处理？,咳嗽咯血半年是什么原因导致的？,0
12,百令胶囊能和其他药物一起服用吗?,百令胶囊怎么服用?,0
13,百令胶囊能和其他药物一起服用吗?,百令胶囊的服用方法是什么?,0
15,我国最常见的咯血有哪些?,我国最常见的咯血的种类有多少?,1
16,我国最常见的咯血有哪些?,我国最常见的咯血是什么?,1
17,我国最常见的咯血的种类有多少?,我国最常见的咯血是什么?,1
18,大咯血是什么情况?,大咯血的什么病?,0
19,大咯血是什么情况?,大咯血的原因是什么?,0
20,大咯血的什么病?,大咯血的原因是什么?,0
22,咯血的话应该去医院吗？,咯血的话应该如何预防？,0
23,咯血的话是什么原因造成的？,咯血的话应该如何预防？,0
26,请问无痰无咳嗽咯血需要去看病吗？,请问无痰无咳嗽咯血这种病严重吗？,0
28,请问肺癌会造成咯血吗？,请问肺癌造成的咯血严重吗？,0
29,请问肺癌造成的咯血应该如何治疗？,请问肺癌造成的咯血严重吗？,0
30,请问老人两年经常咯痰咯血需要治疗吗？,请问老人两年经常咯痰咯血严重吗？,0
31,请问老人两年经常咯痰咯血需要治疗吗？,请问老人两年经常咯痰咯血是什么原因呢？,0
32,请问老人两年经常咯痰咯血严重吗？,请问老人两年经常咯痰咯血是什么原因呢？,0
34,肺部感染支气管炎咯血怎么办？,肺部感染支气管炎咯血吃什么药？,0
35,肺部感染支气管炎咯血该怎么治疗？,肺部感染支气管炎咯血吃什么药？,0
36,肺癌会不会咯血？,肺癌会导致咯血的情况吗？,1
37,肺癌会不会咯血？,肺癌和咯血有关系吗？,1
38,肺癌会导致咯血的情况吗？,肺癌和咯血有关系吗？,1
40,急性大咯血的种类有哪些？,急性大咯血的原因是什么？,0
41,急性大咯血有哪些治疗方法？,急性大咯血的原因是什么？,0
42,请问鸦胆子油软胶囊有副作用吗？,请问鸦胆子油软胶囊效果好不好？,0
43,请问鸦胆子油软胶囊有副作用吗？,请问鸦胆子油软胶囊可以和其他药一起吃吗？,0
44,请问鸦胆子油软胶囊效果好不好？,请问鸦胆子油软胶囊可以和其他药一起吃吗？,0
45,肾囊肿可以服用感冒药吗？,肾囊肿吃什么药好？,0
47,肾囊肿吃什么药好？,肾囊肿可以治疗吗？,0
48,同仁堂百补增力丸有哪些副作用？,同仁堂百补增力丸适应孕妇服用吗？,0
49,同仁堂百补增力丸有哪些副作用？,同仁堂百补增力丸有哪些注意事项？,0
50,同仁堂百补增力丸适应孕妇服用吗？,同仁堂百补增力丸有哪些注意事项？,0
51,达仁堂益肺清化膏适合儿童服用吗？,达仁堂益肺清化膏有什么副作用呢？,0
52,达仁堂益肺清化膏适合儿童服用吗？,达仁堂益肺清化膏的效果怎么样？,0
53,达仁堂益肺清化膏有什么副作用呢？,达仁堂益肺清化膏的效果怎么样？,0
55,你好百令胶囊是苦的还是咸的？,你好百令胶囊的效果怎么样？,0
56,您好百令胶囊怎么服用?,你好百令胶囊的效果怎么样？,0
57,你好我想知道百令胶囊适应什么样的症状？,你好我想知道百令胶囊可以和其他药物一起吃吗？,0
58,你好我想知道百令胶囊适应什么样的症状？,你好我想知道百令胶囊感冒的时候可以吃吗？,0
59,你好我想知道百令胶囊可以和其他药物一起吃吗？,你好我想知道百令胶囊感冒的时候可以吃吗？,0
60,请问百令胶囊的效果怎么样？,请问百令胶囊是苦的还是咸的？,0
61,请问百令胶囊的效果怎么样？,请问百令胶囊的注意事项是什么？,0
63,康尔佳益肺止咳胶囊有什么作用？,康尔佳益肺止咳胶囊可以治疗发烧吗？,0
64,康尔佳益肺止咳胶囊有什么作用？,康尔佳益肺止咳胶囊怎么服用？,0
66,立效止嗽立效丸是在医院购买吗？,立效止嗽立效丸药店有卖吗？,0
67,立效止嗽立效丸是在医院购买吗？,立效止嗽立效丸效果？,0
68,立效止嗽立效丸药店有卖吗？,立效止嗽立效丸效果？,0
69,抑扶健脾益肾颗粒的用量是多少？,抑扶健脾益肾颗粒如何服用？,1
70,抑扶健脾益肾颗粒的用量是多少？,抑扶健脾益肾颗粒的副作用是什么？,0
71,抑扶健脾益肾颗粒如何服用？,抑扶健脾益肾颗粒的副作用是什么？,0
72,肺结节是呼吸系统疾病吗,那种中成药可以治肺结节,0
73,肺结节是呼吸系统疾病吗,治疗肺结节需要手术吗,0
74,那种中成药可以治肺结节,治疗肺结节需要手术吗,0
75,益肺清化颗粒有什么作用,益肺清化颗粒主要成分是什么,0
77,益肺清化颗粒主要成分是什么,有肺结节可以吃益肺清化颗粒吗,0
78,肺癌做过化疗后还用输液吗,肺癌做过化疗后是不是需要加强营养,0
79,肺癌做过化疗后还用输液吗,肺癌做过化疗后需要注意什么,0
80,肺癌做过化疗后是不是需要加强营养,肺癌做过化疗后需要注意什么,0
81,肾阴虚的症状有哪些,肾阴虚吃什么食物能补,0
83,肾阴虚吃什么食物能补,肾阴虚该怎样治疗,0
84,荷叶丸属于中成药吗,荷叶丸有清热和化瘀的功效吗,0
86,荷叶丸有清热和化瘀的功效吗,荷叶丸是中药吗,0
87,秦巴止血胶囊可以治疗咳嗽吐血吗,鼻子出血可以吃秦巴止血胶囊吗,0
89,鼻子出血可以吃秦巴止血胶囊吗,秦巴止血胶囊成分有哪些,0
90,秦巴止血胶囊能治各种出血吗,月经量大过多能吃秦巴止血胶囊吗,0
91,秦巴止血胶囊能治各种出血吗,秦巴止血胶囊治疗子宫肌瘤出血吗,0
93,阿斯美复方甲氧那明胶囊能长期服用吗,哮喘可以吃阿斯美复方甲氧那明胶囊吗,0
94,阿斯美复方甲氧那明胶囊能长期服用吗,肺癌患者吃那种药能缓解咳嗽症状吗,0
95,哮喘可以吃阿斯美复方甲氧那明胶囊吗,肺癌患者吃那种药能缓解咳嗽症状吗,0
97,长期服用阿斯美复方甲氧那明胶囊有哪些副作用,阿斯美复方甲氧那明胶囊还治那种病,0
98,复方甲氧那明胶囊是治疗哮喘的常用药吗,阿斯美复方甲氧那明胶囊还治那种病,0
99,肝癌患者可以把保健品代替药吗,西黄胶囊是中成药吗,0
100,肝癌患者可以把保健品代替药吗,肝癌患者可以长期服用西黄胶囊吗,0
101,西黄胶囊是中成药吗,肝癌患者可以长期服用西黄胶囊吗,0
102,百令胶囊和补肺活血胶囊都能治肺结核吗,百令胶囊和补肺活血胶囊能一起服用吗,0
103,百令胶囊和补肺活血胶囊都能治肺结核吗,百令胶囊和补肺活血胶囊都是中药吗,0
104,百令胶囊和补肺活血胶囊能一起服用吗,百令胶囊和补肺活血胶囊都是中药吗,0
106,达肺草能治疗肺纤维化吗,达肺草属于中草药吗,0
107,达肺草对于治疗急慢性呼吸道疾病效果怎么样,达肺草属于中草药吗,0
108,脾胃不好的人可以吃同仁堂百补增力丸吗,同仁堂百补增力丸的成分有哪些,0
109,脾胃不好的人可以吃同仁堂百补增力丸吗,同仁堂百补增力丸是什么药,0
110,同仁堂百补增力丸的成分有哪些,同仁堂百补增力丸是什么药,0
112,气管炎可以吃百令胶囊吗,百令胶囊的十大功效是什么,0
113,百令胶囊能长期吃吗,百令胶囊的十大功效是什么,0
114,百令胶囊适用多大年龄的人,各大药店能买到百令胶囊吗,0
116,各大药店能买到百令胶囊吗,感冒咳嗽能吃百令胶囊吗,0
117,小孩感冒咳嗽能吃富露施吗,多大的小孩可以吃富露施,0
118,小孩感冒咳嗽能吃富露施吗,患有哮喘的孩子可以吃富露施吗,0
119,多大的小孩可以吃富露施,患有哮喘的孩子可以吃富露施吗,0
120,百补增力丸适合儿童吃吧,百补增力丸主要用于开胃健脾吗,0
121,百补增力丸适合儿童吃吧,患有高血压可以吃百补增力丸吗,0
122,百补增力丸主要用于开胃健脾吗,患有高血压可以吃百补增力丸吗,0
123,断血流片适应症有哪些,断血流片是中药还是西药,0
124,断血流片适应症有哪些,吃断血流片忌口吗,0
127,两岁半宝宝感冒咳嗽能复方鲜竹沥液吗,宝宝扁桃体发炎能喝复方鲜竹沥液吗,0
129,感冒患者能用鸦胆子油软胶囊吗,鸦胆子油软胶囊是治疗什么病的,0
131,鸦胆子油软胶囊是治疗什么病的,鸦胆子油软胶囊副作用大吗,0
132,只要是结核病都能吃补肺丸吗,补肺丸主要治那种病,0
133,只要是结核病都能吃补肺丸吗,肺内膜结核是怎么回事,0
135,百令胶囊可以长期服用吗,长期服用百令胶囊有什么危害,1
136,百令胶囊可以长期服用吗,百令胶囊禁忌高血压心脏病患者吗,0
137,长期服用百令胶囊有什么危害,百令胶囊禁忌高血压心脏病患者吗,0
138,鹤蟾片的功效有哪些,鹤蟾片用于哪些病症,1
139,鹤蟾片的功效有哪些,鹤蟾片是中药还是西药,0
141,肺结核可以吃大补阴丸吗,成人儿童都能服用大补阴丸吗,0
142,肺结核可以吃大补阴丸吗,大补阴丸对糖尿病有疗效吗,0
143,成人儿童都能服用大补阴丸吗,大补阴丸对糖尿病有疗效吗,0
144,怀孕的妈妈咳嗽可以吃同仁堂二母宁嗽丸吗,肺炎可以吃同仁堂二母宁嗽丸吗,0
145,怀孕的妈妈咳嗽可以吃同仁堂二母宁嗽丸吗,服用同仁堂二母宁嗽丸有什么注意事项吗,0
146,肺炎可以吃同仁堂二母宁嗽丸吗,服用同仁堂二母宁嗽丸有什么注意事项吗,0
147,大补阴丸各大药店有售吗,糖尿病患者吃大补阴丸的同时还可以吃别的药吗,0
149,糖尿病患者吃大补阴丸的同时还可以吃别的药吗,吃大补阴丸需要忌吃那种食物吗,0
150,雷氏大补阴丸有什么功效与作用,雷氏大补阴丸和大补阴丸的功效作用一样吗,1
151,雷氏大补阴丸有什么功效与作用,服用雷氏大补阴丸忌辛辣食物吗,0
153,富露施乙酰半胱氨酸颗粒是治疗慢性支气管炎的吗,富露施乙酰半胱氨酸颗粒能和牛奶一起喝吗,0
154,富露施乙酰半胱氨酸颗粒是治疗慢性支气管炎的吗,服用富露施乙酰半胱氨酸颗粒需要忌口吗,0
155,富露施乙酰半胱氨酸颗粒能和牛奶一起喝吗,服用富露施乙酰半胱氨酸颗粒需要忌口吗,0
156,银诺克利肺片能治肺结核吗,银诺克利肺片是不是中成药,0
157,银诺克利肺片能治肺结核吗,吃银诺克利肺片副作用大吗,0
158,银诺克利肺片是不是中成药,吃银诺克利肺片副作用大吗,0
159,什么体质的人群不宜立先裸花紫珠胶囊,立先裸花紫珠胶囊可用于呼吸道和消化道出血吗,0
160,什么体质的人群不宜立先裸花紫珠胶囊,急性传染性肝炎可以用立先裸花紫珠胶囊吗,0
161,立先裸花紫珠胶囊可用于呼吸道和消化道出血吗,急性传染性肝炎可以用立先裸花紫珠胶囊吗,0
162,葵花胃康灵胶囊是专治胃病的药吗,胃溃疡可以用胃康灵胶囊效果怎么样,0
163,葵花胃康灵胶囊是专治胃病的药吗,慢性浅表性胃炎可以服用葵花胃康灵胶囊吗,0
166,有肺结节可以吃益肺清化颗粒吗,益肺清化颗粒能缓解肺癌的症状吗,0
167,益肺清化颗粒有什么作用,益肺清化颗粒能缓解肺癌的症状吗,0
169,哮喘患者禁止服用富露施吗,富露施是一种祛痰药吗,0
170,服用富露施可以治疗急性支气管炎吗,富露施是一种祛痰药吗,0
171,百补增力丸可治疗腰腿疼痛消化不良吗,百补增力丸是中成药处方药吗,0
172,百补增力丸可治疗腰腿疼痛消化不良吗,可以长期服用百补增力丸吗,0
173,百补增力丸是中成药处方药吗,可以长期服用百补增力丸吗,0
174,服用达肺草需要注意什么吗,达肺草能和那种药同时服用,0
175,服用达肺草需要注意什么吗,达肺草治感冒咳嗽吗,0
176,达肺草能和那种药同时服用,达肺草治感冒咳嗽吗,0
178,达肺草是纯中药吗,患有肺癌，肺结核的病人都能服用达肺草吗,0
180,服用达肺草可以治什么病,患有三高的病人能服用达肺草吗,0
183,哮喘病人可以服用达肺草吗,服用达肺草能吃辛辣油腻的食物吗,0
185,服用达肺草能吃辛辣油腻的食物吗,肺癌病人可以长期服用达肺草吗,0
186,咳血能服用达肺草吗,服用达肺草的同时能吃别的药吗,0
187,咳血能服用达肺草吗,达肺草能治疗肺纤维化吗,0
188,服用达肺草的同时能吃别的药吗,达肺草能治疗肺纤维化吗,0
189,达肺草治疗慢性支气管炎效果如何,达肺草痰治疗哮喘效果怎么样,0
191,达肺草痰治疗哮喘效果怎么样,服用达肺草在饮食上有什么要求吗,0
192,儿童支原体肺炎复发率高不？,支原体肺炎可以自愈吗？,0
193,儿童支原体肺炎复发率高不？,小儿支原体肺炎好治不？,0
194,支原体肺炎可以自愈吗？,小儿支原体肺炎好治不？,0
197,支原体肺炎用头孢吗？,支原体肺炎治疗要多长时间用红霉素？,0
198,肺炎支原体阳性的症状有哪些？,肺炎支原体阳性传染么？,0
199,肺炎支原体阳性的症状有哪些？,肺炎支原体衣原体阳性是什么意思？,0
200,肺炎支原体阳性传染么？,肺炎支原体衣原体阳性是什么意思？,0
201,支原体肺炎有哪些治疗措施？,支原体肺炎有哪些好的疗法？,1
202,支原体肺炎有哪些治疗措施？,支原体肺炎检查有哪些？,0
203,支原体肺炎有哪些好的疗法？,支原体肺炎检查有哪些？,0
205,肺炎支原体感染症状是什么？,肺炎支原体感染需要住院吗？,0
206,什么是肺炎支原体感染？,肺炎支原体感染需要住院吗？,0
207,小孩支原体肺炎的症状有哪些啊？,小孩支原体肺炎严重吗？,0
208,小孩支原体肺炎的症状有哪些啊？,小孩支原体肺炎多久能好？,0
210,支原体肺炎是什么？,支原体肺炎怎么诊断？,0
212,支原体肺炎怎么诊断？,得支原体肺炎传染吗？,0
213,肺炎支原体弱阳性怎么治疗？,儿童肺炎支原体抗体弱阳性严重吗？,0
214,肺炎支原体弱阳性怎么治疗？,儿童肺炎支原体抗体阳性吃什么药？,0
215,儿童肺炎支原体抗体弱阳性严重吗？,儿童肺炎支原体抗体阳性吃什么药？,0
218,支原体感染肺炎好治疗吗？,小孩支原体肺炎咳嗽可以吃鸽子吗？,0
219,孩子支原体咳嗽有什么按摩方法？,孩子支原体咳嗽怎么回事？,0
220,孩子支原体咳嗽有什么按摩方法？,孩子支原体咳嗽吃什么好？,0
221,孩子支原体咳嗽怎么回事？,孩子支原体咳嗽吃什么好？,0
223,小儿支原体肺炎一般如何医治？,小孩支原体肺炎饮食上吃什么好？,0
224,小孩支原体肺炎严重吗？,小孩支原体肺炎饮食上吃什么好？,0
225,小孩子得了支原体肺炎会传染吗？,得了支原体肺炎有什么症状？,0
226,小孩子得了支原体肺炎会传染吗？,支原体肺炎能治好吗？,0
227,得了支原体肺炎有什么症状？,支原体肺炎能治好吗？,0
228,小儿支原体肺炎的后果是什么？,小儿支原体肺炎症状有哪些？,0
229,小儿支原体肺炎的后果是什么？,小儿支原体肺炎如何预防？,0
231,肺炎衣原体与肺炎支原体有什么区别？,肺炎支原体培养及药敏的检验单怎么看？,0
232,肺炎衣原体与肺炎支原体有什么区别？,小儿支原体与小儿支原体肺炎相同吗？,0
233,肺炎支原体培养及药敏的检验单怎么看？,小儿支原体与小儿支原体肺炎相同吗？,0
