id,query1,query2,label
0,"剧烈运动后咯血,是怎么了?",剧烈运动后咯血是什么原因？,1
2,"剧烈运动后咯血,是怎么了?",剧烈运动后咯血，应该怎么处理？,0
3,"剧烈运动后咯血,是怎么了?",剧烈运动后咯血，需要就医吗？,0
5,百令胶囊需要注意什么？,百令胶囊有什么注意事项？,1
6,百令胶囊需要注意什么？,服用百令胶囊有什么需要特别注意的吗？,1
8,百令胶囊需要注意什么？,百令胶囊效果好吗？,0
9,百令胶囊需要注意什么？,百令胶囊需要如何服用？,0
10,肝癌兼肺癌晚期能活多久？,肝癌兼肺癌晚期还有多少寿命？,1
11,肝癌兼肺癌晚期能活多久？,肝癌兼肺癌晚期还有多少时间？,1
12,肝癌兼肺癌晚期能活多久？,肝癌兼肺癌晚期能治疗吗？,0
13,肝癌兼肺癌晚期能活多久？,肝癌兼肺癌晚期该怎么办？,0
14,肝癌兼肺癌晚期能活多久？,肝癌兼肺癌晚期能治好吗？,0
16,咳嗽咯血半年是什么病？,咳嗽咯血半年是什么情况？,1
18,咳嗽咯血半年是什么病？,咳嗽咯血半年怎么处理？,0
19,咳嗽咯血半年是什么病？,咳嗽咯血半年是什么原因导致的？,0
20,百令胶囊能长期服用吗?,百令胶囊是否可以长时间服用?,1
21,百令胶囊能长期服用吗?,百令胶囊长时间服用会有问题吗?,1
22,百令胶囊能长期服用吗?,百令胶囊能和其他药物一起服用吗?,0
23,百令胶囊能长期服用吗?,百令胶囊怎么服用?,0
25,我国最常见的咯血原因是什么?,我国主要的咯血原因是什么?,1
26,我国最常见的咯血原因是什么?,我国最常见的咯血是什么导致的?,1
27,我国最常见的咯血原因是什么?,我国最常见的咯血有哪些?,0
31,大咯血的处理原则是什么?,如何处理大咯血?,1
32,大咯血的处理原则是什么?,大咯血是什么情况?,0
33,大咯血的处理原则是什么?,大咯血的什么病?,0
34,大咯血的处理原则是什么?,大咯血的原因是什么?,0
35,咯血的话应该怎么抢救？,咯血的话应该怎么处理？,1
36,咯血的话应该怎么抢救？,咯血的话应该如何进行抢救？,1
37,咯血的话应该怎么抢救？,咯血的话应该去医院吗？,0
39,咯血的话应该怎么抢救？,咯血的话应该如何预防？,0
40,请问无痰无咳嗽咯血这是什么病？,请问无痰无咳嗽咯血是什么病症？,1
41,请问无痰无咳嗽咯血这是什么病？,请问无痰无咳嗽咯血是哪一种病呢？,1
43,请问无痰无咳嗽咯血这是什么病？,请问无痰无咳嗽咯血需要去看病吗？,0
45,请问肺癌造成咯血的原因是什么?,请问为什么肺癌会造成咯血呢?,1
47,请问肺癌造成咯血的原因是什么?,请问肺癌会造成咯血吗？,0
48,请问肺癌造成咯血的原因是什么?,请问肺癌造成的咯血应该如何治疗？,0
49,请问肺癌造成咯血的原因是什么?,请问肺癌造成的咯血严重吗？,0
51,请问老人两年经常咯痰咯血有什么办法？,请问老人两年经常咯痰咯血该怎么治疗？,1
52,请问老人两年经常咯痰咯血有什么办法？,请问老人两年经常咯痰咯血需要治疗吗？,0
54,请问老人两年经常咯痰咯血有什么办法？,请问老人两年经常咯痰咯血是什么原因呢？,0
55,肺部感染支气管炎会咯血吗？,肺部感染支气管炎会造成咯血吗？,1
56,肺部感染支气管炎会咯血吗？,肺部感染支气管炎是否会导致咯血？,1
60,肺癌不咯血是不是情况好转了？,肺癌不咯血是不是说明变好了？,1
61,肺癌不咯血是不是情况好转了？,肺癌不咯血是不是情况好转了？,1
62,肺癌不咯血是不是情况好转了？,肺癌会不会咯血？,0
63,肺癌不咯血是不是情况好转了？,肺癌会导致咯血的情况吗？,0
66,急性大咯血的症状有哪些？,急性大咯血会出现什么样的症状？,1
68,急性大咯血的症状有哪些？,急性大咯血有哪些治疗方法？,0
69,急性大咯血的症状有哪些？,急性大咯血的原因是什么？,0
70,请问鸦胆子油软胶囊饭后吃还是饭前吃好？,请问鸦胆子油软胶囊什么时候吃比较好？,1
71,请问鸦胆子油软胶囊饭后吃还是饭前吃好？,请问鸦胆子油软胶囊适合饭前吃吗？,1
72,请问鸦胆子油软胶囊饭后吃还是饭前吃好？,请问鸦胆子油软胶囊有副作用吗？,0
73,请问鸦胆子油软胶囊饭后吃还是饭前吃好？,请问鸦胆子油软胶囊效果好不好？,0
74,请问鸦胆子油软胶囊饭后吃还是饭前吃好？,请问鸦胆子油软胶囊可以和其他药一起吃吗？,0
75,肾囊肿可以服用百令胶囊吗？,肾囊肿服用百令胶囊可以吗？,1
76,肾囊肿可以服用百令胶囊吗？,肾囊肿是否可以吃百令胶囊？,1
77,肾囊肿可以服用百令胶囊吗？,肾囊肿可以服用感冒药吗？,0
78,肾囊肿可以服用百令胶囊吗？,肾囊肿吃什么药好？,0
80,同仁堂百补增力丸适应症有哪些效果好不好？,同仁堂百补增力丸适合什么样的症状？,1
81,同仁堂百补增力丸适应症有哪些效果好不好？,同仁堂百补增力丸的效果好吗？,1
82,同仁堂百补增力丸适应症有哪些效果好不好？,同仁堂百补增力丸有哪些副作用？,0
83,同仁堂百补增力丸适应症有哪些效果好不好？,同仁堂百补增力丸适应孕妇服用吗？,0
84,同仁堂百补增力丸适应症有哪些效果好不好？,同仁堂百补增力丸有哪些注意事项？,0
85,达仁堂益肺清化膏的用法用量是怎么样的？,达仁堂益肺清化膏是怎么使用的？,1
87,达仁堂益肺清化膏的用法用量是怎么样的？,达仁堂益肺清化膏适合儿童服用吗？,0
88,达仁堂益肺清化膏的用法用量是怎么样的？,达仁堂益肺清化膏有什么副作用呢？,0
89,达仁堂益肺清化膏的用法用量是怎么样的？,达仁堂益肺清化膏的效果怎么样？,0
90,你好百令胶囊是苦的还是咸的？,你好百令胶囊是味道是怎样的？,1
92,你好百令胶囊是苦的还是咸的？,你好百令胶囊是苦的还是咸的？,0
94,你好百令胶囊是苦的还是咸的？,你好百令胶囊的效果怎么样？,0
95,你好我想知道百令胶囊是怎么吃的？,你好我想知道百令胶囊是如何服用的呢？,1
96,你好我想知道百令胶囊是怎么吃的？,你好我想知道怎么服用百令胶囊？,1
98,你好我想知道百令胶囊是怎么吃的？,你好我想知道百令胶囊可以和其他药物一起吃吗？,0
99,你好我想知道百令胶囊是怎么吃的？,你好我想知道百令胶囊感冒的时候可以吃吗？,0
100,请问百令胶囊一天吃多少？,请问百令胶囊一天需要服用多少呢？,1
101,请问百令胶囊一天吃多少？,请问百令胶囊是一日三次吗？,1
102,请问百令胶囊一天吃多少？,请问百令胶囊的效果怎么样？,0
103,请问百令胶囊一天吃多少？,请问百令胶囊是苦的还是咸的？,0
104,请问百令胶囊一天吃多少？,请问百令胶囊的注意事项是什么？,0
106,康尔佳益肺止咳胶囊发烧了是不是副作用？,康尔佳益肺止咳胶囊是不是会有发烧的不良反应？,1
107,康尔佳益肺止咳胶囊发烧了是不是副作用？,康尔佳益肺止咳胶囊有什么作用？,0
108,康尔佳益肺止咳胶囊发烧了是不是副作用？,康尔佳益肺止咳胶囊可以治疗发烧吗？,0
110,立效止嗽立效丸药店比医院的便宜吗？,立效止嗽立效丸在药店买比医院更便宜吗？,1
111,立效止嗽立效丸药店比医院的便宜吗？,药店的立效止嗽立效丸的价格比医院的便宜一些吗？,1
112,立效止嗽立效丸药店比医院的便宜吗？,立效止嗽立效丸是在医院购买吗？,0
115,抑扶健脾益肾颗粒的价格是多少？,抑扶健脾益肾颗粒多少钱？,1
116,抑扶健脾益肾颗粒的价格是多少？,抑扶健脾益肾颗粒需要多少钱？,1
117,抑扶健脾益肾颗粒的价格是多少？,抑扶健脾益肾颗粒的用量是多少？,0
118,抑扶健脾益肾颗粒的价格是多少？,抑扶健脾益肾颗粒如何服用？,0
